# reading -> cuneiform codepoint, learned from lines where the codepoint
# count equals the sign count. Generated by programs/learn_signmap.py.
# reading	cuneiform	confidence	top_obs	total_obs	unicode_name
〈u〉	𒌋	0.917	11	12	CUNEIFORM SIGN U
GÁ	𒂷	1.000	12	12	CUNEIFORM SIGN GA2
DÙG	𒄭	1.000	12	12	CUNEIFORM SIGN HI
kul	𒆰	1.000	12	12	CUNEIFORM SIGN KUL
TU₄	𒌈	1.000	11	11	CUNEIFORM SIGN TUM
ṣu	𒍮	1.000	11	11	CUNEIFORM SIGN ZUM
kúl	𒄢	1.000	11	11	CUNEIFORM SIGN GUL
en₆	𒅔	1.000	11	11	CUNEIFORM SIGN IN
〈ti〉	𒋾	1.000	11	11	CUNEIFORM SIGN TI
mim	𒊩	1.000	11	11	CUNEIFORM SIGN SAL
ʾa	𒀪	1.000	11	11	CUNEIFORM SIGN ALEPH
RE	𒊑	1.000	11	11	CUNEIFORM SIGN RI
SÌLA	𒋡	1.000	11	11	CUNEIFORM SIGN SILA3
PÍŠ	𒉾	1.000	11	11	CUNEIFORM SIGN PESH2
GAD	𒃰	1.000	11	11	CUNEIFORM SIGN GAD
LA₅	𒇳	1.000	11	11	CUNEIFORM SIGN LAL TIMES LAL
ITI	𒌗	1.000	11	11	CUNEIFORM SIGN UD TIMES U PLUS U PLUS U
〈uš〉	𒍑	1.000	11	11	CUNEIFORM SIGN USH
URI	𒌵	1.000	11	11	CUNEIFORM SIGN URI
BÚGIN	𒇅	1.000	11	11	CUNEIFORM SIGN LAGAB TIMES GAR
KE₄	𒆤	1.000	11	11	CUNEIFORM SIGN KID
ṢÉ	𒍣	1.000	11	11	CUNEIFORM SIGN ZI
Ga	𒂵	1.000	11	11	CUNEIFORM SIGN GA
DÁM	𒌓	0.909	10	11	CUNEIFORM SIGN UD
ṬÙ	𒁺	1.000	11	11	CUNEIFORM SIGN DU
nàr	𒉪	1.000	11	11	CUNEIFORM SIGN NUN OVER NUN
Wa	𒉿	1.000	10	10	CUNEIFORM SIGN PI
ŠID	𒋃	1.000	10	10	CUNEIFORM SIGN SHID
ID	𒀉	1.000	10	10	CUNEIFORM SIGN A2
kab	𒆏	1.000	10	10	CUNEIFORM SIGN KAB
UZ	𒊻	1.000	10	10	CUNEIFORM SIGN SHE HU
ṣé	𒍣	1.000	10	10	CUNEIFORM SIGN ZI
de₄	𒋼	1.000	10	10	CUNEIFORM SIGN TE
〈in〉	𒅔	1.000	10	10	CUNEIFORM SIGN IN
táq	𒁖	1.000	10	10	CUNEIFORM SIGN DAG
〈D〉	𒀭	1.000	10	10	CUNEIFORM SIGN AN
〈ḫa〉	𒄩	1.000	10	10	CUNEIFORM SIGN HA
〈ra〉	𒊏	1.000	10	10	CUNEIFORM SIGN RA
〈e〉	𒂊	1.000	10	10	CUNEIFORM SIGN E
IP	𒅁	0.900	9	10	CUNEIFORM SIGN IB
kad	𒃰	1.000	10	10	CUNEIFORM SIGN GAD
〈za〉	𒍝	1.000	10	10	CUNEIFORM SIGN ZA
KAŠ₄	𒁽	1.000	10	10	CUNEIFORM SIGN DU SHESHIG
dáb	𒋰	1.000	10	10	CUNEIFORM SIGN TAB
KÁN	𒃷	1.000	10	10	CUNEIFORM SIGN GAN2
ŠÁ	𒃻	1.000	10	10	CUNEIFORM SIGN GAR
ZÚ	𒅗	1.000	10	10	CUNEIFORM SIGN KA
RIN	𒆸	1.000	10	10	CUNEIFORM SIGN LAGAB
DUR	𒄙	1.000	10	10	CUNEIFORM SIGN GU2 TIMES KAK
AṬ	𒀜	1.000	10	10	CUNEIFORM SIGN AD
ḫí	𒃶	1.000	10	10	CUNEIFORM SIGN GAN
tip	𒁳	1.000	10	10	CUNEIFORM SIGN DIB
〈ia〉	𒅀	1.000	10	10	CUNEIFORM SIGN I A
gi₅	𒆠	1.000	10	10	CUNEIFORM SIGN KI
pír	𒂟	1.000	10	10	CUNEIFORM SIGN ERIN2
ZALAG	𒌓	1.000	10	10	CUNEIFORM SIGN UD
šel₄	𒊩	1.000	10	10	CUNEIFORM SIGN SAL
EDIN	𒂔	1.000	10	10	CUNEIFORM SIGN EDIN
ERI₁₁	𒀔	1.000	10	10	CUNEIFORM SIGN AB TIMES U PLUS U PLUS U
rad	𒋥	1.000	10	10	CUNEIFORM SIGN SUD2
ḪA₆	𒄫	1.000	10	10	CUNEIFORM SIGN HA GUNU
Pa	𒉺	1.000	9	9	CUNEIFORM SIGN PA
Iš	𒅖	1.000	9	9	CUNEIFORM SIGN ISH
〈wa〉	𒉿	1.000	9	9	CUNEIFORM SIGN PI
〈at〉	𒀜	1.000	9	9	CUNEIFORM SIGN AD
la₁₂	𒇴	1.000	9	9	CUNEIFORM SIGN LAM
〈li〉	𒇷	1.000	9	9	CUNEIFORM SIGN LI
šip	𒈨	1.000	9	9	CUNEIFORM SIGN ME
lí	𒉌	1.000	9	9	CUNEIFORM SIGN NI
tú	𒌓	1.000	9	9	CUNEIFORM SIGN UD
〈eš〉	𒌍	1.000	9	9	CUNEIFORM SIGN U U U
US	𒊻	1.000	9	9	CUNEIFORM SIGN SHE HU
LAMMA	𒆗	1.000	9	9	CUNEIFORM SIGN KAL
GUZ	𒈝	1.000	9	9	CUNEIFORM SIGN LUM
〈ni〉	𒉌	1.000	9	9	CUNEIFORM SIGN NI
GIŠIMMAR	𒊷	1.000	9	9	CUNEIFORM SIGN SHA6
má	𒈣	1.000	9	9	CUNEIFORM SIGN MA2
NA₄	𒉌	0.778	7	9	CUNEIFORM SIGN NI
bad	𒁁	1.000	9	9	CUNEIFORM SIGN BAD
ZÉ	𒍢	1.000	9	9	CUNEIFORM SIGN ZE2
〈RA〉	𒊏	1.000	9	9	CUNEIFORM SIGN RA
ÀR	𒄯	1.000	9	9	CUNEIFORM SIGN HI TIMES ASH2
BÁRA	𒁈	1.000	9	9	CUNEIFORM SIGN BARA2
šub	𒊒	1.000	9	9	CUNEIFORM SIGN RU
ke₄	𒆤	1.000	9	9	CUNEIFORM SIGN KID
Ul	𒌌	1.000	8	8	CUNEIFORM SIGN U GUD
Am	𒄠	1.000	8	8	CUNEIFORM SIGN GUD TIMES KUR
ṢU	𒍮	1.000	8	8	CUNEIFORM SIGN ZUM
Ti	𒋾	1.000	8	8	CUNEIFORM SIGN TI
TAP	𒋰	1.000	8	8	CUNEIFORM SIGN TAB
〈la〉	𒆷	1.000	8	8	CUNEIFORM SIGN LA
igi	𒅆	1.000	8	8	CUNEIFORM SIGN IGI
ṭur	𒄙	1.000	8	8	CUNEIFORM SIGN GU2 TIMES KAK
〈URU〉	𒌷	1.000	8	8	CUNEIFORM SIGN URU
ŠÁM	𒉚	1.000	8	8	CUNEIFORM SIGN NINDA2 TIMES SHE
AŠGAB	𒀿	1.000	8	8	CUNEIFORM SIGN ASHGAB
KU₅	𒋻	1.000	8	8	CUNEIFORM SIGN TAR
KAP	𒆏	1.000	8	8	CUNEIFORM SIGN KAB
PAD	𒉻	1.000	8	8	CUNEIFORM SIGN PAD
DÍM	𒁶	1.000	8	8	CUNEIFORM SIGN DIM2
SES	𒋀	1.000	8	8	CUNEIFORM SIGN SHESH
paš	𒄫	1.000	8	8	CUNEIFORM SIGN HA GUNU
AS	𒊍	1.000	8	8	CUNEIFORM SIGN PIRIG TIMES ZA
〈a	𒀀	1.000	8	8	CUNEIFORM SIGN A
〈ru〉	𒊒	1.000	8	8	CUNEIFORM SIGN RU
KÉŠ	𒂡	1.000	8	8	CUNEIFORM SIGN EZEN
GIN₇	𒁶	1.000	8	8	CUNEIFORM SIGN DIM2
muš	𒈲	1.000	8	8	CUNEIFORM SIGN MUSH
BANŠUR	𒍏	0.625	5	8	CUNEIFORM SIGN URUDA
〈pí〉	𒁉	1.000	8	8	CUNEIFORM SIGN BI
ís	𒅖	1.000	8	8	CUNEIFORM SIGN ISH
gar	𒃻	1.000	8	8	CUNEIFORM SIGN GAR
GALGA	𒃌	1.000	8	8	CUNEIFORM SIGN GA2 TIMES GAR
dè	𒉈	1.000	8	8	CUNEIFORM SIGN NE
KUL	𒆰	1.000	8	8	CUNEIFORM SIGN KUL
sa₂₀	𒊭	1.000	8	8	CUNEIFORM SIGN SHA
La	𒆷	1.000	8	8	CUNEIFORM SIGN LA
Te	𒋼	1.000	8	8	CUNEIFORM SIGN TE
UṢ	𒊻	1.000	8	8	CUNEIFORM SIGN SHE HU
peš	𒄫	1.000	8	8	CUNEIFORM SIGN HA GUNU
DAN	𒆗	1.000	8	8	CUNEIFORM SIGN KAL
Aš	𒀸	1.000	7	7	CUNEIFORM SIGN ASH
Ši	𒅆	1.000	7	7	CUNEIFORM SIGN IGI
Ḫal	𒄬	1.000	7	7	CUNEIFORM SIGN HAL
〈〈	▒	0.286	2	7	MEDIUM SHADE
te₉	𒋾	1.000	7	7	CUNEIFORM SIGN TI
〈pa〉	𒉺	1.000	7	7	CUNEIFORM SIGN PA
ʾi	𒀪	1.000	7	7	CUNEIFORM SIGN ALEPH
dum	𒌈	1.000	7	7	CUNEIFORM SIGN TUM
in₄	𒂗	1.000	7	7	CUNEIFORM SIGN EN
NAB	𒀮	1.000	7	7	CUNEIFORM SIGN AN OVER AN
ŠUL	𒂄	1.000	7	7	CUNEIFORM SIGN DUN
sù	𒋤	1.000	7	7	CUNEIFORM SIGN SUD
UK	𒊌	1.000	7	7	CUNEIFORM SIGN PIRIG TIMES UD
ḫap	𒆸	1.000	7	7	CUNEIFORM SIGN LAGAB
RUM	𒀸	1.000	7	7	CUNEIFORM SIGN ASH
/	°	1.000	7	7	DEGREE SIGN
〈ḫu〉	𒄷	1.000	7	7	CUNEIFORM SIGN HU
lugal	𒈗	1.000	7	7	CUNEIFORM SIGN LUGAL
kar	𒀀	0.429	3	7	CUNEIFORM SIGN A
GILIM	𒄃	1.000	7	7	CUNEIFORM SIGN GI CROSSING GI
IŠTAR	𒁯	0.571	4	7	CUNEIFORM SIGN DAR
〈ik〉	𒅅	1.000	7	7	CUNEIFORM SIGN IG
〈da	𒁕	1.000	7	7	CUNEIFORM SIGN DA
dú	𒌅	1.000	7	7	CUNEIFORM SIGN TU
KIB	𒄒	1.000	7	7	CUNEIFORM SIGN GISH CROSSING GISH
〈im〉	𒅎	1.000	7	7	CUNEIFORM SIGN IM
šad	𒆳	1.000	7	7	CUNEIFORM SIGN KUR
pat	𒉻	1.000	7	7	CUNEIFORM SIGN PAD
Tup	𒁾	1.000	7	7	CUNEIFORM SIGN DUB
TAL	𒊑	1.000	7	7	CUNEIFORM SIGN RI
la?	𒆷	1.000	7	7	CUNEIFORM SIGN LA
šè	𒂠	1.000	7	7	CUNEIFORM SIGN ESH2
gá	𒂷	1.000	7	7	CUNEIFORM SIGN GA2
sag	𒊕	1.000	7	7	CUNEIFORM SIGN SAG
Ne	𒉈	1.000	6	6	CUNEIFORM SIGN NE
Du	𒁺	1.000	6	6	CUNEIFORM SIGN DU
〈aḫ〉	𒄴	1.000	6	6	CUNEIFORM SIGN HI TIMES NUN
ter	𒌁	1.000	6	6	CUNEIFORM SIGN TIR
gi₄	𒄄	1.000	6	6	CUNEIFORM SIGN GI4
ṭu	𒂆	1.000	6	6	CUNEIFORM SIGN DUN3 GUNU
še₂₀	𒅆	1.000	6	6	CUNEIFORM SIGN IGI
MÉ	𒈪	1.000	6	6	CUNEIFORM SIGN MI
〈te〉	𒋼	1.000	6	6	CUNEIFORM SIGN TE
ʾ	𒀀	1.000	6	6	CUNEIFORM SIGN A
〈it〉	𒀉	1.000	6	6	CUNEIFORM SIGN A2
NA〉	𒈾	1.000	6	6	CUNEIFORM SIGN NA
〈šu〉	𒋗	1.000	6	6	CUNEIFORM SIGN SHU
+n	▒	1.000	6	6	MEDIUM SHADE
KÍN	𒄯	1.000	6	6	CUNEIFORM SIGN HI TIMES ASH2
MUG	𒈮	1.000	6	6	CUNEIFORM SIGN MUG
BUGIN	𒆹	1.000	6	6	CUNEIFORM SIGN LAGAB TIMES A
KAB	𒆏	1.000	6	6	CUNEIFORM SIGN KAB
NIMGIR	𒂇	0.833	5	6	CUNEIFORM SIGN DUN3 GUNU GUNU
LÌ	𒅆	1.000	6	6	CUNEIFORM SIGN IGI
〉〉	𒅀	0.167	1	6	CUNEIFORM SIGN I A
U₈	𒇇	1.000	6	6	CUNEIFORM SIGN LAGAB TIMES GUD PLUS GUD
〈LÚ〉	𒇽	1.000	6	6	CUNEIFORM SIGN LU2
i〉	𒄿	1.000	6	6	CUNEIFORM SIGN I
UR₅	𒄯	1.000	6	6	CUNEIFORM SIGN HI TIMES ASH2
níg	𒃻	1.000	6	6	CUNEIFORM SIGN GAR
lá	𒇲	1.000	6	6	CUNEIFORM SIGN LAL
…	▒	1.000	6	6	MEDIUM SHADE
Še	𒊺	1.000	6	6	CUNEIFORM SIGN SHE
SIG₁₇	𒄀	1.000	6	6	CUNEIFORM SIGN GI
eṭ	𒀉	0.833	5	6	CUNEIFORM SIGN A2
kùr	𒄥	1.000	6	6	CUNEIFORM SIGN GUR
PÁR	𒁇	1.000	6	6	CUNEIFORM SIGN BAR
ŠÈR	𒂡	1.000	6	6	CUNEIFORM SIGN EZEN
QÁ	𒂵	1.000	6	6	CUNEIFORM SIGN GA
SÉ	𒍣	1.000	6	6	CUNEIFORM SIGN ZI
ELAM	𒉏	1.000	6	6	CUNEIFORM SIGN NIM
ŠUDUN₄	𒂈	1.000	6	6	CUNEIFORM SIGN DUN4
LAL	𒇲	1.000	6	6	CUNEIFORM SIGN LAL
kàr	𒃼	1.000	6	6	CUNEIFORM SIGN GAR3
NUNDUM	𒅻	1.000	6	6	CUNEIFORM SIGN KA TIMES NUN
tuš	𒂉	1.000	6	6	CUNEIFORM SIGN DUR2
ḪABRUD	𒆢	1.000	6	6	CUNEIFORM SIGN KI TIMES U
ṭup	𒁾	1.000	5	5	CUNEIFORM SIGN DUB
Šar	𒊬	1.000	5	5	CUNEIFORM SIGN SAR
ṬUP	𒁾	1.000	5	5	CUNEIFORM SIGN DUB
PI	𒉿	1.000	5	5	CUNEIFORM SIGN PI
Ḫi	𒄭	1.000	5	5	CUNEIFORM SIGN HI
IL₅	𒂖	1.000	5	5	CUNEIFORM SIGN EL
〈〈x	▒	0.600	3	5	MEDIUM SHADE
nab	𒀮	1.000	5	5	CUNEIFORM SIGN AN OVER AN
〈tu〉	𒌅	1.000	5	5	CUNEIFORM SIGN TU
šak	𒊕	1.000	5	5	CUNEIFORM SIGN SAG
él	𒅋	1.000	5	5	CUNEIFORM SIGN IL
es	𒄑	1.000	5	5	CUNEIFORM SIGN GISH
súm	𒍮	1.000	5	5	CUNEIFORM SIGN ZUM
〈lu〉	𒇻	1.000	5	5	CUNEIFORM SIGN LU
eṣ	𒄑	1.000	5	5	CUNEIFORM SIGN GISH
kí	𒄀	1.000	5	5	CUNEIFORM SIGN GI
tur	𒌉	1.000	5	5	CUNEIFORM SIGN TUR
ŠUR	𒋩	1.000	5	5	CUNEIFORM SIGN SUR
rib	𒆗	1.000	5	5	CUNEIFORM SIGN KAL
uʾ	𒀪	1.000	5	5	CUNEIFORM SIGN ALEPH
ma〉	𒈠	1.000	5	5	CUNEIFORM SIGN MA
〈ar〉	𒅈	1.000	5	5	CUNEIFORM SIGN IGI RI
〈ki〉	𒆠	1.000	5	5	CUNEIFORM SIGN KI
qar	𒃼	1.000	5	5	CUNEIFORM SIGN GAR3
daḫ	𒈭	1.000	5	5	CUNEIFORM SIGN MU OVER MU
ṭí	𒄭	1.000	5	5	CUNEIFORM SIGN HI
TAḪ	𒈭	1.000	5	5	CUNEIFORM SIGN MU OVER MU
túr	𒄙	1.000	5	5	CUNEIFORM SIGN GU2 TIMES KAK
pan	𒉼	1.000	5	5	CUNEIFORM SIGN PAN
ʾe	𒀪	1.000	5	5	CUNEIFORM SIGN ALEPH
zi〉	𒍣	1.000	5	5	CUNEIFORM SIGN ZI
〈ez〉	𒄑	1.000	5	5	CUNEIFORM SIGN GISH
ŠU〉	𒋗	1.000	5	5	CUNEIFORM SIGN SHU
aš〉	𒀸	1.000	5	5	CUNEIFORM SIGN ASH
ÈN	𒇷	1.000	5	5	CUNEIFORM SIGN LI
šaḫ	𒋚	1.000	5	5	CUNEIFORM SIGN SHUBUR
gú	𒄘	1.000	5	5	CUNEIFORM SIGN GU2
LIBₓ	𒇴	1.000	5	5	CUNEIFORM SIGN LAM
kalam	𒌦	1.000	5	5	CUNEIFORM SIGN UN
KUD	𒋻	1.000	5	5	CUNEIFORM SIGN TAR
gál	𒅅	1.000	5	5	CUNEIFORM SIGN IG
gin₇	𒁶	1.000	5	5	CUNEIFORM SIGN DIM2
kib	𒄒	1.000	5	5	CUNEIFORM SIGN GISH CROSSING GISH
MES	𒈩	1.000	5	5	CUNEIFORM SIGN MES
ṭum	𒌈	1.000	5	5	CUNEIFORM SIGN TUM
pir	𒌓	1.000	5	5	CUNEIFORM SIGN UD
N	𒇲	0.200	1	5	CUNEIFORM SIGN LAL
SÍSKUR	𒀬	1.000	5	5	CUNEIFORM SIGN AMAR TIMES SHE
ʾE	𒀪	1.000	5	5	CUNEIFORM SIGN ALEPH
KIR	𒄫	1.000	5	5	CUNEIFORM SIGN HA GUNU
〈er〉	𒅕	1.000	5	5	CUNEIFORM SIGN IR
páṭ	𒁁	0.800	4	5	CUNEIFORM SIGN BAD
ṭar	𒋻	0.800	4	5	CUNEIFORM SIGN TAR
LÁL	𒇳	1.000	5	5	CUNEIFORM SIGN LAL TIMES LAL
〈〈an〉〉	𒈾	0.400	2	5	CUNEIFORM SIGN NA
táḫ	𒂃	1.000	5	5	CUNEIFORM SIGN DUH
TUG	𒌇	1.000	5	5	CUNEIFORM SIGN TUK
EḪ	𒄴	1.000	5	5	CUNEIFORM SIGN HI TIMES NUN
ŠINIG	𒋒	1.000	5	5	CUNEIFORM SIGN SHINIG
taš	𒌨	1.000	5	5	CUNEIFORM SIGN UR
qut	𒋻	1.000	5	5	CUNEIFORM SIGN TAR
nun	𒉣	1.000	5	5	CUNEIFORM SIGN NUN
ṭe	𒁲	0.800	4	5	CUNEIFORM SIGN DI
li₈	𒀖	1.000	5	5	CUNEIFORM SIGN AB2
zul	𒂄	1.000	5	5	CUNEIFORM SIGN DUN
〈GIŠ〉	𒄑	1.000	5	5	CUNEIFORM SIGN GISH
Tar	𒋻	1.000	5	5	CUNEIFORM SIGN TAR
Tal	𒊑	1.000	5	5	CUNEIFORM SIGN RI
asal	𒍂	1.000	5	5	CUNEIFORM SIGN URU TIMES IGI
sàk	𒉺	1.000	5	5	CUNEIFORM SIGN PA
tèg	𒋼	1.000	5	5	CUNEIFORM SIGN TE
ge₂₆	𒂷	1.000	5	5	CUNEIFORM SIGN GA2
Ia	𒅀	1.000	4	4	CUNEIFORM SIGN I A
Lu	𒇻	1.000	4	4	CUNEIFORM SIGN LU
Ni	𒉌	1.000	4	4	CUNEIFORM SIGN NI
zar	𒇡	1.000	4	4	CUNEIFORM SIGN LAGAB TIMES SUM
ga₁₄	𒅗	1.000	4	4	CUNEIFORM SIGN KA
kál	𒃲	1.000	4	4	CUNEIFORM SIGN GAL
sal	𒊩	1.000	4	4	CUNEIFORM SIGN SAL
tì	𒁴	1.000	4	4	CUNEIFORM SIGN DIM
lil	𒇸	1.000	4	4	CUNEIFORM SIGN LIL
lìb	𒊮	1.000	4	4	CUNEIFORM SIGN SHA3
ʾu	𒀪	1.000	4	4	CUNEIFORM SIGN ALEPH
〈aš	𒀸	1.000	4	4	CUNEIFORM SIGN ASH
qè	𒄀	1.000	4	4	CUNEIFORM SIGN GI
〈〈nu〉〉	▒	0.250	1	4	MEDIUM SHADE
〈MA〉	𒈠	1.000	4	4	CUNEIFORM SIGN MA
〈A	𒀀	1.000	4	4	CUNEIFORM SIGN A
dim	𒁴	1.000	4	4	CUNEIFORM SIGN DIM
ḫab	𒆸	1.000	4	4	CUNEIFORM SIGN LAGAB
aʾ	𒀪	1.000	4	4	CUNEIFORM SIGN ALEPH
tám	𒁮	1.000	4	4	CUNEIFORM SIGN DAM
ṬE	𒁲	1.000	4	4	CUNEIFORM SIGN DI
〈ú〉	𒌑	1.000	4	4	CUNEIFORM SIGN U2
silim	𒁲	1.000	4	4	CUNEIFORM SIGN DI
MÍ	𒊩	1.000	4	4	CUNEIFORM SIGN SAL
KÚRUN	𒁷	1.000	4	4	CUNEIFORM SIGN DIN
nè	𒊊	1.000	4	4	CUNEIFORM SIGN PIRIG
ŠÀM	𒉓	1.000	4	4	CUNEIFORM SIGN NINDA2 TIMES AN
SÚM	𒍮	1.000	4	4	CUNEIFORM SIGN ZUM
〈ŠA〉	𒊭	1.000	4	4	CUNEIFORM SIGN SHA
zi?	𒍣	1.000	4	4	CUNEIFORM SIGN ZI
Pád	𒁁	1.000	4	4	CUNEIFORM SIGN BAD
〈〈zi〉〉	𒄭	0.250	1	4	CUNEIFORM SIGN HI
〈nu	𒉡	1.000	4	4	CUNEIFORM SIGN NU
an〉	𒀭	1.000	4	4	CUNEIFORM SIGN AN
〈ŠI	𒅆	1.000	4	4	CUNEIFORM SIGN IGI
DUG₄	𒅗	1.000	4	4	CUNEIFORM SIGN KA
UG₄	𒌓	1.000	4	4	CUNEIFORM SIGN UD
DUL₉	𒌪	1.000	4	4	CUNEIFORM SIGN UR SHESHIG
ZAR	𒇡	1.000	4	4	CUNEIFORM SIGN LAGAB TIMES SUM
ḪÉ	𒃶	1.000	4	4	CUNEIFORM SIGN GAN
sá	𒁲	1.000	4	4	CUNEIFORM SIGN DI
kit	𒆤	1.000	4	4	CUNEIFORM SIGN KID
kid₉	𒃰	1.000	4	4	CUNEIFORM SIGN GAD
tag	𒋳	1.000	4	4	CUNEIFORM SIGN TAG
In	𒅔	1.000	4	4	CUNEIFORM SIGN IN
〈du〉	𒁺	1.000	4	4	CUNEIFORM SIGN DU
〈am〉	𒄠	1.000	4	4	CUNEIFORM SIGN GUD TIMES KUR
〈tar〉	𒋻	1.000	4	4	CUNEIFORM SIGN TAR
〈ša	𒊭	1.000	4	4	CUNEIFORM SIGN SHA
KALAG	𒆗	1.000	4	4	CUNEIFORM SIGN KAL
ṣar	𒇡	1.000	4	4	CUNEIFORM SIGN LAGAB TIMES SUM
〈ku〉	𒂉	1.000	4	4	CUNEIFORM SIGN DUR2
KA₄	𒋡	1.000	4	4	CUNEIFORM SIGN SILA3
KA×GIŠ	􀀃	1.000	4	4	(unnamed)
na〉	𒈾	1.000	4	4	CUNEIFORM SIGN NA
UBUR	𒁛	1.000	4	4	CUNEIFORM SIGN DAG KISIM5 TIMES GA
n+	▒	1.000	4	4	MEDIUM SHADE
〈up〉	𒌒	1.000	4	4	CUNEIFORM SIGN UB
DIM	𒁴	1.000	4	4	CUNEIFORM SIGN DIM
lal	𒇲	1.000	4	4	CUNEIFORM SIGN LAL
KUM	𒄣	1.000	4	4	CUNEIFORM SIGN GUM
bur	𒁓	1.000	4	4	CUNEIFORM SIGN BUR
gam	𒃵	1.000	4	4	CUNEIFORM SIGN GAM
Šat	𒆳	1.000	4	4	CUNEIFORM SIGN KUR
〈ÚTUL〉	𒄰	1.000	4	4	CUNEIFORM SIGN HI TIMES BAD
́	°	1.000	4	4	DEGREE SIGN
NÈ	𒊊	1.000	4	4	CUNEIFORM SIGN PIRIG
IṬ	𒀉	1.000	4	4	CUNEIFORM SIGN A2
ṬÌ	𒋾	1.000	4	4	CUNEIFORM SIGN TI
li₁₃	𒉋	1.000	4	4	CUNEIFORM SIGN NE SHESHIG
ḫup	𒄽	1.000	4	4	CUNEIFORM SIGN HUB2 TIMES UD
pè	𒁁	1.000	4	4	CUNEIFORM SIGN BAD
nu〈〈nu〉〉	𒉡	1.000	4	4	CUNEIFORM SIGN NU
dup	𒁾	1.000	4	4	CUNEIFORM SIGN DUB
SULLIM	𒂘	1.000	4	4	CUNEIFORM SIGN EN TIMES GAN2
SUMUN	𒁁	1.000	4	4	CUNEIFORM SIGN BAD
gàr	𒃼	1.000	4	4	CUNEIFORM SIGN GAR3
ku₅	𒋻	0.750	3	4	CUNEIFORM SIGN TAR
sukkal	𒈛	1.000	4	4	CUNEIFORM SIGN LUH
šèr	𒂡	1.000	4	4	CUNEIFORM SIGN EZEN
síg	𒋠	1.000	4	4	CUNEIFORM SIGN SIK2
nag	𒅘	1.000	4	4	CUNEIFORM SIGN KA TIMES A
SUR	𒋩	1.000	4	4	CUNEIFORM SIGN SUR
inim	𒅗	1.000	4	4	CUNEIFORM SIGN KA
bak	𒄷	1.000	4	4	CUNEIFORM SIGN HU
GÚR	𒃵	1.000	4	4	CUNEIFORM SIGN GAM
kas₄	𒁽	1.000	4	4	CUNEIFORM SIGN DU SHESHIG
kíl	𒄃	1.000	3	3	CUNEIFORM SIGN GI CROSSING GI
saₓ	𒊭	1.000	3	3	CUNEIFORM SIGN SHA
ús	𒍑	1.000	3	3	CUNEIFORM SIGN USH
Úr	𒌫	1.000	3	3	CUNEIFORM SIGN UR2
Al	𒀠	1.000	3	3	CUNEIFORM SIGN AL
An	𒀭	1.000	3	3	CUNEIFORM SIGN AN
Pu	𒁍	1.000	3	3	CUNEIFORM SIGN BU
El	𒂖	1.000	3	3	CUNEIFORM SIGN EL
〈še〉	𒊺	1.000	3	3	CUNEIFORM SIGN SHE
SÍK	𒋠	1.000	3	3	CUNEIFORM SIGN SIK2
〈LUGAL〉	𒈗	0.667	2	3	CUNEIFORM SIGN LUGAL
kín	𒄯	1.000	3	3	CUNEIFORM SIGN HI TIMES ASH2
ga₅	𒋡	1.000	3	3	CUNEIFORM SIGN SILA3
mul	𒀯	1.000	3	3	CUNEIFORM SIGN AN THREE TIMES
gám	𒄰	1.000	3	3	CUNEIFORM SIGN HI TIMES BAD
〈e	𒂊	1.000	3	3	CUNEIFORM SIGN E
GE₄	𒄄	1.000	3	3	CUNEIFORM SIGN GI4
〈DINGIR	𒀭	1.000	3	3	CUNEIFORM SIGN AN
ta〉	𒋫	1.000	3	3	CUNEIFORM SIGN TA
ṭé	𒄭	1.000	3	3	CUNEIFORM SIGN HI
zal	𒉌	1.000	3	3	CUNEIFORM SIGN NI
GÍGIR	𒇥	1.000	3	3	CUNEIFORM SIGN LAGAB TIMES U
Á	𒀉	1.000	3	3	CUNEIFORM SIGN A2
+1	𒁹	1.000	3	3	CUNEIFORM SIGN DISH
pì	𒁁	1.000	3	3	CUNEIFORM SIGN BAD
〈BI	𒁍	0.333	1	3	CUNEIFORM SIGN BU
eri₁₁	𒀔	1.000	3	3	CUNEIFORM SIGN AB TIMES U PLUS U PLUS U
LÚGUD	𒆸	1.000	3	3	CUNEIFORM SIGN LAGAB
KÍ	𒄀	1.000	3	3	CUNEIFORM SIGN GI
+	𒁹	0.333	1	3	CUNEIFORM SIGN DISH
TÚL	𒇥	1.000	3	3	CUNEIFORM SIGN LAGAB TIMES U
aš?	𒀸	1.000	3	3	CUNEIFORM SIGN ASH
GA₅	𒋡	1.000	3	3	CUNEIFORM SIGN SILA3
ŠUKUR	𒌍	0.667	2	3	CUNEIFORM SIGN U U U
ie	𒅀	1.000	3	3	CUNEIFORM SIGN I A
〈ḪUR〉	𒄯	1.000	3	3	CUNEIFORM SIGN HI TIMES ASH2
ṬAR	𒋻	1.000	3	3	CUNEIFORM SIGN TAR
〈I	𒄿	1.000	3	3	CUNEIFORM SIGN I
pit	𒂍	1.000	3	3	CUNEIFORM SIGN E2
MURUB₄	𒌘	1.000	3	3	CUNEIFORM SIGN UD TIMES U PLUS U PLUS U GUNU
SAₓ	𒊭	1.000	3	3	CUNEIFORM SIGN SHA
ÁZLAG	𒌆	1.000	3	3	CUNEIFORM SIGN TUG2
IS	𒄑	1.000	3	3	CUNEIFORM SIGN GISH
〈m〉	𒁹	1.000	3	3	CUNEIFORM SIGN DISH
